地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註
東堡１３之３號二樓,,109/03/19,350,16.4,21.4,87.72%,公寓(5樓含以下無電梯),3,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,
湖下４３之６號,,109/03/18,650,22.3,29.09,86.19%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
瓊安路９６９號,,109/03/16,540,19.8,27.22,81.71%,華廈(10層含以下有電梯),,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
瓊安路９７１號三樓,,109/03/16,510,19,26.84,81.77%,華廈(10層含以下有電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
瓊安路９７１號四樓,,109/03/16,520,19.4,26.84,81.77%,華廈(10層含以下有電梯),,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
下埔下６之３號二樓,,109/03/13,400,23.9,16.71,80.90%,公寓(5樓含以下無電梯),2,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,
下埔下６之９號二樓,,109/03/13,396,23.6,16.76,80.94%,公寓(5樓含以下無電梯),2,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,
安岐２３６之３號４樓,,109/03/13,395,18.3,21.63,74.07%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,有,住家用,建物第一次登記後移轉
湖下１８９之１號三樓,,109/03/11,200,24.5,8.17,77.75%,套房(1房(1廳)1衛),3,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,受債權債務影響或債務抵償之交易。;
瓊安路９６９號三樓,,109/03/05,510,18.7,27.22,81.71%,華廈(10層含以下有電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
瓊安路９６９號四樓,,109/03/05,520,19.1,27.22,81.71%,華廈(10層含以下有電梯),,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
瓊安路９６９號二樓,,109/03/05,510,18.7,27.22,81.71%,華廈(10層含以下有電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
下堡１２５之１號,,109/03/01,510,21.3,23.99,92.28%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
下堡１２５之１號三樓,,109/02/27,535,20.5,26.07,84.93%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
榜林４２號二樓,,109/02/26,620,20.9,29.74,81.29%,公寓(5樓含以下無電梯),5,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
東堡１３之３號三樓,,109/02/26,420,19.6,21.4,87.72%,公寓(5樓含以下無電梯),3,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
東坑１１號三樓,,109/02/24,605,19.4,31.2,65.18%,公寓(5樓含以下無電梯),3,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
安岐４８之７號二樓,,109/02/20,335,17.1,19.65,81.00%,公寓(5樓含以下無電梯),5,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,
安岐３５１號五樓,,109/02/19,540,18.8,28.7,72.96%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
安岐３５８號,,109/02/18,1150,0,59.78,,透天厝,3,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳5衛,,無,無,住家用,
頂堡２４８號二樓,,109/02/15,380,16,23.82,80.36%,公寓(5樓含以下無電梯),1,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,
頂堡２４８號三樓,,109/02/04,480,20.2,23.82,80.36%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,
頂堡２４９號三樓,,109/02/04,480,20.2,23.82,80.36%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,
安岐２３６之２號,,109/01/17,380,19.3,19.74,80.18%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,有,住家用,建物第一次登記後移轉
下堡２２８號,,109/01/15,580,14.9,38.88,91.28%,公寓(5樓含以下無電梯),2,"一層,地下一層/三層",房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
下埔下６之８號二樓,,109/01/15,396,23.7,16.7,80.89%,公寓(5樓含以下無電梯),2,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,
湖南１３１１號,,109/01/15,1050,0,62.39,,透天厝,6,全/三層,房地(土地+建物),土:1 建:1車:0,6房1廳5衛,,無,無,住家用,增值稅及契稅共計138145元由買方負擔
下堡１９２號二樓,,109/01/10,210,19.2,10.91,80.21%,公寓(5樓含以下無電梯),5,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
西浦頭７９之９號三樓,,109/01/09,403,16.7,24.07,81.54%,公寓(5樓含以下無電梯),5,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
嚨口２０之２號,,109/01/09,1300,0,67.03,,透天厝,1,全/三層,房地(土地+建物),土:1 建:1車:0,5房3廳5衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
下堡１２１號四樓之１,,109/01/09,495,18.8,26.4,72.11%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
下堡１２２號四樓之１,,109/01/08,543,18.6,29.16,74.06%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
下埔下６之８號,,109/01/07,450,29.7,15.14,89.25%,公寓(5樓含以下無電梯),2,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,
下堡１００之１２號二樓,,109/01/07,838,19.4,43.1,68.54%,公寓(5樓含以下無電梯),6,二層/三層,房地(土地+建物),土:1 建:1車:0,4房0廳4衛,,無,無,住家用,
下堡２２８號三樓,,108/12/31,480,16.5,29.05,81.46%,公寓(5樓含以下無電梯),2,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
湖下２１３之９號３樓,,108/12/31,560,12.7,44.17,59.28%,公寓(5樓含以下無電梯),2,三層/三層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,,無,無,住家用,
下堡１２１號五樓之１,,108/12/31,550,19.1,31.85,72.11%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,45,無,有,住家用,建物第一次登記後移轉
下堡１２１號三樓之１,,108/12/31,538,18.6,31.85,72.11%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,48,無,有,住家用,建物第一次登記後移轉
下堡１２２號五樓之２,,108/12/31,560,18.9,32.66,72.56%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,45,無,有,住家用,建物第一次登記後移轉
下堡１２１號,,108/12/26,515,19.4,26.58,72.05%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
下堡１２２號三樓之２,,108/12/26,500,18.4,27.21,72.56%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
下堡１４９之９號,,108/12/26,750,0,85.27,,透天厝,1,全/三層,房地(土地+建物)+車位,土:1 建:1車:1,5房1廳5衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。;
下堡１２２號四樓之２,,108/12/25,500,18.4,27.21,72.56%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
下堡１２２號,,108/12/25,513.5,19.9,25.82,72.20%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
下堡１２２號二樓之２,,108/12/24,550,16.8,32.66,60.45%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
下堡１２１號四樓之２,,108/12/24,543,18.6,29.16,74.06%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
榜林２９之５號,,108/12/19,690,23.5,29.35,91.20%,公寓(5樓含以下無電梯),3,一層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
安岐２９１號五樓,,108/12/18,635,20.5,31,78.47%,華廈(10層含以下有電梯),2,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
下堡１００２１號２樓,,108/12/14,143,20.2,7.09,74.93%,套房(1房(1廳)1衛),5,二層/三層,房地(土地+建物),土:1 建:1車:0,1房0廳1衛,,無,無,住家用,
下堡１９０號三樓,,108/12/09,730,19.1,38.28,88.60%,公寓(5樓含以下無電梯),5,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,
安岐２３１號二樓,,108/12/04,560,19,29.51,82.75%,公寓(5樓含以下無電梯),3,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
榜林６之１３號二樓,,108/12/03,745,19.6,38.07,66.78%,華廈(10層含以下有電梯),,二層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
榜林６之１３號,,108/11/28,800,21.9,36.49,69.67%,華廈(10層含以下有電梯),,一層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
榜林６之１３號三樓,,108/11/28,750,19.7,38.07,66.78%,華廈(10層含以下有電梯),,三層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
安岐２３６之３號,,108/11/28,395,19.8,19.98,80.18%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,有,住家用,建物第一次登記後移轉
頂堡６３之６號三樓,,108/11/25,580,20.4,28.47,85.64%,公寓(5樓含以下無電梯),7,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
下堡２２７號三樓,,108/11/19,500,16.6,30.15,78.49%,公寓(5樓含以下無電梯),2,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
安岐２９０號四樓之１,,108/11/19,560,18.4,30.37,80.66%,華廈(10層含以下有電梯),2,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
安岐２３６號５樓,,108/11/15,573.8,17.5,32.79,73.24%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,有,住家用,建物第一次登記後移轉
安岐２３６之３號３樓,,108/11/11,367.4,17,21.63,74.07%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,有,住家用,建物第一次登記後移轉
下埔下７之１號,,108/11/08,470,62.7,7.5,,其他,52,一層/一層,房地(土地+建物),土:1 建:1車:0,4房2廳1衛,,無,無,住家用,建物第一次登記後移轉 一樓平房親友、員工或其他特殊關係間之交易。;
安岐２３６號,,108/11/07,456.4,18.5,24.65,81.09%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳2衛,,無,有,住家用,建物第一次登記後移轉
安岐２９０號四樓之１,,108/11/05,536.2,17.7,30.37,80.66%,華廈(10層含以下有電梯),2,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
安美村安岐６１３號,,108/11/05,625,17.9,34.95,85.95%,華廈(10層含以下有電梯),3,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
西山１８號四樓,,108/10/30,431.5,15.8,27.37,72.27%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
西山１８號三樓,,108/10/30,431.5,15.8,27.37,72.28%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
東坑１１之２號三樓,,108/10/22,470,19,24.72,81.27%,公寓(5樓含以下無電梯),3,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
東坑１１之１號三樓,,108/10/21,460,18.6,24.72,81.27%,公寓(5樓含以下無電梯),3,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
安岐２９０號二樓之１,,108/10/07,630,20.7,30.37,80.66%,華廈(10層含以下有電梯),2,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
上后垵１１２號３樓,,108/10/07,400,20.3,19.72,85.98%,公寓(5樓含以下無電梯),3,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,
嚨口２６號,,108/10/03,1550,0,146.02,,透天厝,3,全/三層,房地(土地+建物),土:1 建:1車:0,11房4廳12衛,,無,無,住家用,
湖下５之５號,,108/10/02,640,24.3,26.35,86.23%,公寓(5樓含以下無電梯),4,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,含停車位編號：五之五號一樓，停車位使用權一個、另有買受人。
頂埔下８６號二樓,,108/10/01,550,23.4,23.54,70.77%,華廈(10層含以下有電梯),,二層/四層,房地(土地+建物),土:2 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉
頂埔下８６號三樓,,108/10/01,530,22.5,23.54,70.77%,華廈(10層含以下有電梯),,三層/四層,房地(土地+建物),土:2 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉
頂埔下８６之１號三樓,,108/10/01,840,23.7,35.43,77.93%,華廈(10層含以下有電梯),,三層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
頂埔下８６之１號二樓,,108/10/01,840,23.7,35.43,77.93%,華廈(10層含以下有電梯),,二層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
頂埔下８６之１號四樓,,108/10/01,840,23.7,35.43,77.93%,華廈(10層含以下有電梯),,四層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
埔後１７０號,,108/09/27,1080,0,76.6,,透天厝,16,全/三層,房地(土地+建物),土:1 建:1車:0,7房2廳5衛,,無,無,住家用,
安岐２２９號三樓,,108/09/27,490,17.2,28.56,83.98%,公寓(5樓含以下無電梯),2,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
西山１７號,,108/09/26,455,15.9,28.56,75.13%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,有,住家用,建物第一次登記後移轉
東坑１１之１號二樓,,108/09/21,450,18.2,24.72,81.27%,公寓(5樓含以下無電梯),3,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
下堡１９２號三樓,,108/09/18,200,18.3,10.91,80.21%,公寓(5樓含以下無電梯),5,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
下堡１９７號三樓,,108/09/18,200,18.3,10.91,80.21%,公寓(5樓含以下無電梯),5,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
東坑１１之２號,,108/09/17,510,20.6,24.72,81.27%,公寓(5樓含以下無電梯),3,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
慈湖路一段２２１之１號,,108/09/10,1200,0,53.52,,透天厝,16,全/三層,房地(土地+建物),土:1 建:1車:0,6房2廳6衛,,無,無,住家用,
下后垵５８號５樓,,108/09/10,735,20.1,36.5,79.80%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,有,住家用,
頂堡２９９號二樓,,108/09/07,590,16.2,36.48,71.53%,公寓(5樓含以下無電梯),3,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
頂堡２４７號二樓,,108/09/07,403,16.9,23.81,80.37%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,
下堡１９８號三樓,,108/09/05,210,19.2,10.91,80.21%,公寓(5樓含以下無電梯),5,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
